doy,logidx,index
347,0.017663019223943435,1.0178199328426445
348,0.016836159836196376,1.016978686720194
349,0.016024090527483693,1.0161531647769768
350,0.015233220959652849,1.0153498378679742
351,0.014469786060812513,1.014574980181548
352,0.013739823240033875,1.013834648407332
353,0.01304915067160031,1.0131346623851474
354,0.01240334672908776,1.0124805872507658
355,0.011807730643772298,1.0118777170843365
356,0.011267344455788935,1.011331060058352
357,0.010786936320126488,1.010845325074113
358,0.010370945222983185,1.0104249098688471
359,0.010023487157239268,1.0100738905698594
360,0.009748342798878705,1.0097960126673635
361,0.009548946719124679,1.0095946833738894
362,0.009428378159895187,1.009472965335341
363,0.009389353392953327,1.0094335716568041
364,0.00943421967587129,1.0094788622050186
365,0.009564950810665275,1.009610841148916
